Version,Type,IsUsed
mixeway,org.apache.commons.collections4.functors.AndPredicate,no
mixeway,org.apache.commons.collections4.map.MultiValueMap$ValuesIterator,no
mixeway,org.apache.commons.collections4.list.TransformedList$TransformedListIterator,no
mixeway,org.apache.commons.collections4.bidimap.DualTreeBidiMap$BidiOrderedMapIterator,no
mixeway,org.apache.commons.collections4.queue.UnmodifiableQueue,no
mixeway,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$AsMap$AsMapEntrySet,no
mixeway,org.apache.commons.collections4.map.StaticBucketMap$Lock,no
mixeway,org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator,no
mixeway,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySetIterator,no
mixeway,org.apache.commons.collections4.map.AbstractHashedMap$HashEntry,no
mixeway,org.apache.commons.collections4.MultiSet,no
mixeway,org.apache.commons.collections4.map.TransformedSortedMap,no
mixeway,org.apache.commons.collections4.iterators.EmptyListIterator,no
mixeway,org.apache.commons.collections4.list.CursorableLinkedList$Cursor,no
mixeway,org.apache.commons.collections4.functors.InstanceofPredicate,no
mixeway,org.apache.commons.collections4.map.AbstractMapDecorator,no
mixeway,org.apache.commons.collections4.multimap.HashSetValuedHashMap,no
mixeway,org.apache.commons.collections4.sequence.SequencesComparator,no
mixeway,org.apache.commons.collections4.list.SetUniqueList$SetListIterator,no
mixeway,org.apache.commons.collections4.map.Flat3Map$EntryIterator,no
mixeway,org.apache.commons.collections4.IterableUtils$UnmodifiableIterable,no
mixeway,org.apache.commons.collections4.functors.OrPredicate,no
mixeway,org.apache.commons.collections4.OrderedMap,no
mixeway,org.apache.commons.collections4.map.UnmodifiableEntrySet,no
mixeway,org.apache.commons.collections4.iterators.LoopingListIterator,no
mixeway,org.apache.commons.collections4.comparators.FixedOrderComparator$1,no
mixeway,org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator,no
mixeway,org.apache.commons.collections4.multimap.AbstractSetValuedMap$WrappedSet,no
mixeway,org.apache.commons.collections4.collection.AbstractCollectionDecorator,no
mixeway,org.apache.commons.collections4.iterators.EmptyMapIterator,no
mixeway,org.apache.commons.collections4.map.CompositeMap,no
mixeway,org.apache.commons.collections4.collection.CompositeCollection$CollectionMutator,no
mixeway,org.apache.commons.collections4.bag.AbstractMapBag,no
mixeway,org.apache.commons.collections4.iterators.TransformIterator,no
mixeway,org.apache.commons.collections4.set.PredicatedSet,no
mixeway,org.apache.commons.collections4.bag.HashBag,no
mixeway,org.apache.commons.collections4.IterableGet,no
mixeway,org.apache.commons.collections4.map.Flat3Map$EntrySetIterator,no
mixeway,org.apache.commons.collections4.sequence.EditCommand,no
mixeway,org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator,no
mixeway,org.apache.commons.collections4.bidimap.TreeBidiMap$DataElement,no
mixeway,org.apache.commons.collections4.Predicate,no
mixeway,org.apache.commons.collections4.set.ListOrderedSet,no
mixeway,org.apache.commons.collections4.trie.AbstractPatriciaTrie$Reference,no
mixeway,org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry,no
mixeway,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$ValuesIterator,no
mixeway,org.apache.commons.collections4.bidimap.TreeBidiMap$KeyView,no
mixeway,org.apache.commons.collections4.multiset.AbstractMapMultiSet$UniqueSetIterator,no
mixeway,org.apache.commons.collections4.BidiMap,no
mixeway,org.apache.commons.collections4.keyvalue.DefaultKeyValue,no
mixeway,org.apache.commons.collections4.map.AbstractLinkedMap$ValuesIterator,no
mixeway,org.apache.commons.collections4.comparators.FixedOrderComparator,no
mixeway,org.apache.commons.collections4.multiset.AbstractMapMultiSet$MultiSetEntry,no
mixeway,org.apache.commons.collections4.bidimap.TreeBidiMap,no
mixeway,org.apache.commons.collections4.SplitMapUtils$WrappedPut,no
mixeway,org.apache.commons.collections4.list.CursorableLinkedList$SubCursor,no
mixeway,org.apache.commons.collections4.map.MultiKeyMap,no
mixeway,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,no
mixeway,org.apache.commons.collections4.functors.InvokerTransformer,yes
mixeway,org.apache.commons.collections4.bidimap.DualTreeBidiMap$ViewMap,no
mixeway,org.apache.commons.collections4.map.StaticBucketMap,no
mixeway,org.apache.commons.collections4.sequence.EditScript,no
mixeway,org.apache.commons.collections4.Bag,no
mixeway,org.apache.commons.collections4.multiset.AbstractMultiSet$MultiSetIterator,no
mixeway,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$EntryValues$1,no
mixeway,org.apache.commons.collections4.SortedBidiMap,no
mixeway,org.apache.commons.collections4.trie.AbstractBitwiseTrie,no
mixeway,org.apache.commons.collections4.functors.ComparatorPredicate$1,no
mixeway,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$EntryValues$1$1,no
mixeway,org.apache.commons.collections4.CollectionUtils$CardinalityHelper,no
mixeway,org.apache.commons.collections4.functors.ClosureTransformer,no
mixeway,org.apache.commons.collections4.functors.EqualPredicate,no
mixeway,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$MapEntry,no
mixeway,org.apache.commons.collections4.multimap.AbstractMultiValuedMap,no
mixeway,org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry,no
mixeway,org.apache.commons.collections4.MultiSet$Entry,no
mixeway,org.apache.commons.collections4.iterators.EmptyOrderedMapIterator,no
mixeway,org.apache.commons.collections4.set.UnmodifiableNavigableSet,no
mixeway,org.apache.commons.collections4.functors.TransformerPredicate,no
mixeway,org.apache.commons.collections4.map.PassiveExpiringMap$ExpirationPolicy,no
mixeway,org.apache.commons.collections4.bag.PredicatedBag,no
mixeway,org.apache.commons.collections4.functors.PrototypeFactory$PrototypeSerializationFactory,no
mixeway,org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator,no
mixeway,org.apache.commons.collections4.SplitMapUtils$WrappedGet,no
mixeway,org.apache.commons.collections4.OrderedBidiMap,no
mixeway,org.apache.commons.collections4.functors.PredicateDecorator,no
mixeway,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySet,no
mixeway,org.apache.commons.collections4.set.CompositeSet,no
mixeway,org.apache.commons.collections4.list.NodeCachingLinkedList,no
mixeway,org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator,no
mixeway,org.apache.commons.collections4.multiset.HashMultiSet,no
mixeway,org.apache.commons.collections4.iterators.UnmodifiableIterator,no
mixeway,org.apache.commons.collections4.multiset.UnmodifiableMultiSet,no
mixeway,org.apache.commons.collections4.keyvalue.TiedMapEntry,no
mixeway,org.apache.commons.collections4.map.AbstractHashedMap$HashMapIterator,no
mixeway,org.apache.commons.collections4.map.FixedSizeMap,no
mixeway,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$1,no
mixeway,org.apache.commons.collections4.map.ListOrderedMap$KeySetView$1,no
mixeway,org.apache.commons.collections4.iterators.SingletonIterator,no
mixeway,org.apache.commons.collections4.map.UnmodifiableMap,no
mixeway,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceBaseIterator,no
mixeway,org.apache.commons.collections4.MapIterator,no
mixeway,org.apache.commons.collections4.set.UnmodifiableSortedSet,no
mixeway,org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapEntry,no
mixeway,org.apache.commons.collections4.functors.SwitchTransformer,no
mixeway,org.apache.commons.collections4.map.LinkedMap,no
mixeway,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySetIterator,no
mixeway,org.apache.commons.collections4.functors.NOPTransformer,no
mixeway,org.apache.commons.collections4.list.UnmodifiableList,no
mixeway,org.apache.commons.collections4.iterators.PermutationIterator,no
mixeway,org.apache.commons.collections4.SetUtils$SetView,no
mixeway,org.apache.commons.collections4.Closure,no
mixeway,org.apache.commons.collections4.map.CaseInsensitiveMap,no
mixeway,org.apache.commons.collections4.ArrayStack,no
mixeway,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieIterator,no
mixeway,org.apache.commons.collections4.IterableUtils,no
mixeway,org.apache.commons.collections4.multimap.AbstractSetValuedMap,no
mixeway,org.apache.commons.collections4.IterableUtils$2$1,no
mixeway,org.apache.commons.collections4.functors.NotPredicate,no
mixeway,org.apache.commons.collections4.EnumerationUtils,no
mixeway,org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator,no
mixeway,org.apache.commons.collections4.functors.ChainedClosure,no
mixeway,org.apache.commons.collections4.BoundedCollection,no
mixeway,org.apache.commons.collections4.map.MultiValueMap$1,no
mixeway,org.apache.commons.collections4.map.HashedMap,no
mixeway,org.apache.commons.collections4.functors.TransformedPredicate,no
mixeway,org.apache.commons.collections4.functors.AllPredicate,no
mixeway,org.apache.commons.collections4.map.ListOrderedMap$KeySetView,no
mixeway,org.apache.commons.collections4.multimap.AbstractListValuedMap$ValuesListIterator,no
mixeway,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceStrength,no
mixeway,org.apache.commons.collections4.queue.PredicatedQueue,no
mixeway,org.apache.commons.collections4.map.SingletonMap$SingletonValues,no
mixeway,org.apache.commons.collections4.map.AbstractHashedMap$HashIterator,no
mixeway,org.apache.commons.collections4.ComparatorUtils,no
mixeway,org.apache.commons.collections4.MultiMap,no
mixeway,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator,no
mixeway,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieMapIterator,no
mixeway,org.apache.commons.collections4.iterators.NodeListIterator,no
mixeway,org.apache.commons.collections4.multiset.AbstractMultiSet,no
mixeway,org.apache.commons.collections4.functors.NullIsExceptionPredicate,no
mixeway,org.apache.commons.collections4.map.AbstractReferenceMap$SoftRef,no
mixeway,org.apache.commons.collections4.keyvalue.AbstractMapEntry,no
mixeway,org.apache.commons.collections4.functors.MapTransformer,no
mixeway,org.apache.commons.collections4.bag.PredicatedSortedBag,no
mixeway,org.apache.commons.collections4.list.AbstractSerializableListDecorator,no
mixeway,org.apache.commons.collections4.iterators.FilterIterator,no
mixeway,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$AsMap$AsMapEntrySetIterator,no
mixeway,org.apache.commons.collections4.Get,no
mixeway,org.apache.commons.collections4.ListUtils$LcsVisitor,no
mixeway,org.apache.commons.collections4.functors.ComparatorPredicate,no
mixeway,org.apache.commons.collections4.map.AbstractHashedMap$Values,no
mixeway,org.apache.commons.collections4.map.Flat3Map$ValuesIterator,no
mixeway,org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet$EntryIterator,no
mixeway,org.apache.commons.collections4.IterableSortedMap,no
mixeway,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySetIterator,no
mixeway,org.apache.commons.collections4.bag.AbstractMapBag$BagIterator,no
mixeway,org.apache.commons.collections4.set.MapBackedSet,no
mixeway,org.apache.commons.collections4.iterators.UniqueFilterIterator,no
mixeway,org.apache.commons.collections4.collection.TransformedCollection,no
mixeway,org.apache.commons.collections4.trie.AbstractPatriciaTrie,no
mixeway,org.apache.commons.collections4.map.LazySortedMap,no
mixeway,org.apache.commons.collections4.MultiValuedMap,no
mixeway,org.apache.commons.collections4.map.Flat3Map$Values,no
mixeway,org.apache.commons.collections4.bag.CollectionBag,no
mixeway,org.apache.commons.collections4.list.AbstractListDecorator,no
mixeway,org.apache.commons.collections4.bidimap.DualTreeBidiMap,no
mixeway,org.apache.commons.collections4.list.FixedSizeList,no
mixeway,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry,no
mixeway,org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap,no
mixeway,org.apache.commons.collections4.map.Flat3Map$FlatMapIterator,no
mixeway,org.apache.commons.collections4.list.PredicatedList,no
mixeway,org.apache.commons.collections4.PredicateUtils,no
mixeway,org.apache.commons.collections4.map.DefaultedMap,no
mixeway,org.apache.commons.collections4.list.TreeList$1,no
mixeway,org.apache.commons.collections4.map.AbstractOrderedMapDecorator,no
mixeway,org.apache.commons.collections4.ListUtils$CharSequenceAsList,no
mixeway,org.apache.commons.collections4.multiset.AbstractMultiSet$1,no
mixeway,org.apache.commons.collections4.iterators.LoopingIterator,no
mixeway,org.apache.commons.collections4.iterators.IteratorEnumeration,no
mixeway,org.apache.commons.collections4.iterators.EntrySetMapIterator,no
mixeway,org.apache.commons.collections4.list.AbstractLinkedList$Node,no
mixeway,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceKeySet,no
mixeway,org.apache.commons.collections4.iterators.ListIteratorWrapper,no
mixeway,org.apache.commons.collections4.functors.AbstractQuantifierPredicate,no
mixeway,org.apache.commons.collections4.bidimap.TreeBidiMap$InverseViewMapEntryIterator,no
mixeway,org.apache.commons.collections4.functors.ExceptionClosure,no
mixeway,org.apache.commons.collections4.functors.ForClosure,no
mixeway,org.apache.commons.collections4.map.CompositeMap$MapMutator,no
mixeway,org.apache.commons.collections4.map.AbstractSortedMapDecorator$SortedMapIterator,no
mixeway,org.apache.commons.collections4.list.AbstractLinkedList,no
mixeway,org.apache.commons.collections4.list.TreeList$TreeListIterator,no
mixeway,org.apache.commons.collections4.sequence.KeepCommand,no
mixeway,org.apache.commons.collections4.multiset.AbstractMapMultiSet$MutableInteger,no
mixeway,org.apache.commons.collections4.bidimap.DualHashBidiMap,no
mixeway,org.apache.commons.collections4.functors.PrototypeFactory$PrototypeCloneFactory,no
mixeway,org.apache.commons.collections4.properties.AbstractPropertiesFactory,no
mixeway,org.apache.commons.collections4.functors.ExceptionTransformer,no
mixeway,org.apache.commons.collections4.functors.ConstantTransformer,no
mixeway,org.apache.commons.collections4.Put,no
mixeway,org.apache.commons.collections4.map.PredicatedMap,no
mixeway,org.apache.commons.collections4.map.AbstractHashedMap$EntrySetIterator,no
mixeway,org.apache.commons.collections4.map.AbstractLinkedMap$LinkEntry,no
mixeway,org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator,no
mixeway,org.apache.commons.collections4.map.UnmodifiableOrderedMap,no
mixeway,org.apache.commons.collections4.map.MultiValueMap$1$1,no
mixeway,org.apache.commons.collections4.CollectionUtils$EquatorWrapper,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractLinkedMap,no
commons-release-plugin,org.apache.commons.collections4.map.Flat3Map,no
commons-release-plugin,org.apache.commons.collections4.splitmap.TransformedSplitMap,no
commons-release-plugin,org.apache.commons.collections4.TrieUtils,no
commons-release-plugin,org.apache.commons.collections4.bag.SynchronizedBag,no
commons-release-plugin,org.apache.commons.collections4.functors.NullPredicate,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer$1,no
commons-release-plugin,org.apache.commons.collections4.map.ListOrderedMap$ListOrderedIterator,no
commons-release-plugin,org.apache.commons.collections4.functors.WhileClosure,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$7$1,no
commons-release-plugin,org.apache.commons.collections4.iterators.SingletonListIterator,no
commons-release-plugin,org.apache.commons.collections4.list.TransformedList,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$Node,no
commons-release-plugin,org.apache.commons.collections4.SetValuedMap,no
commons-release-plugin,org.apache.commons.collections4.multiset.SynchronizedMultiSet,no
commons-release-plugin,org.apache.commons.collections4.bidimap.DualLinkedHashBidiMap,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractListValuedMap,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$1,no
commons-release-plugin,org.apache.commons.collections4.map.ListOrderedMap,no
commons-release-plugin,org.apache.commons.collections4.multiset.PredicatedMultiSet,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractHashedMap,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractHashedMap$KeySetIterator,no
commons-release-plugin,org.apache.commons.collections4.functors.PredicateTransformer,no
commons-release-plugin,org.apache.commons.collections4.iterators.EmptyIterator,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$1,no
commons-release-plugin,org.apache.commons.collections4.multimap.TransformedMultiValuedMap,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$3,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$2,no
commons-release-plugin,org.apache.commons.collections4.list.AbstractLinkedList$LinkedSubListIterator,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$5,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$4,no
commons-release-plugin,org.apache.commons.collections4.trie.KeyAnalyzer,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$7,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$6,no
commons-release-plugin,org.apache.commons.collections4.multiset.SynchronizedMultiSet$SynchronizedSet,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceValuesIterator,no
commons-release-plugin,org.apache.commons.collections4.functors.NonePredicate,no
commons-release-plugin,org.apache.commons.collections4.set.TransformedNavigableSet,no
commons-release-plugin,org.apache.commons.collections4.MultiMapUtils,no
commons-release-plugin,org.apache.commons.collections4.map.SingletonMap,no
commons-release-plugin,org.apache.commons.collections4.list.PredicatedList$PredicatedListIterator,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$9,no
commons-release-plugin,org.apache.commons.collections4.IterableUtils$8,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$MapEntry,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$InverseEntryView,no
commons-release-plugin,org.apache.commons.collections4.CollectionUtils,no
commons-release-plugin,org.apache.commons.collections4.multiset.AbstractMultiSetDecorator,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceKeySetIterator,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractReferenceMap$WeakRef,no
commons-release-plugin,org.apache.commons.collections4.map.PassiveExpiringMap$ConstantTimeToLiveExpirationPolicy,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractHashedMap$ValuesIterator,no
commons-release-plugin,org.apache.commons.collections4.properties.SortedPropertiesFactory,no
commons-release-plugin,org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMap,no
commons-release-plugin,org.apache.commons.collections4.functors.FunctorUtils,no
commons-release-plugin,org.apache.commons.collections4.iterators.ArrayListIterator,no
commons-release-plugin,org.apache.commons.collections4.functors.ChainedTransformer,no
commons-release-plugin,org.apache.commons.collections4.functors.PrototypeFactory,no
commons-release-plugin,org.apache.commons.collections4.iterators.ReverseListIterator,no
commons-release-plugin,org.apache.commons.collections4.collection.PredicatedCollection,no
commons-release-plugin,org.apache.commons.collections4.set.AbstractSetDecorator,no
commons-release-plugin,org.apache.commons.collections4.comparators.ComparableComparator,no
commons-release-plugin,org.apache.commons.collections4.properties.SortedProperties,yes
commons-release-plugin,org.apache.commons.collections4.properties.PropertiesFactory,no
commons-release-plugin,org.apache.commons.collections4.ListUtils$1,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$1,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$KeySet,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$ViewIterator,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractListValuedMap$WrappedList,no
commons-release-plugin,org.apache.commons.collections4.list.CursorableLinkedList,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator,no
commons-release-plugin,org.apache.commons.collections4.iterators.EnumerationIterator,no
commons-release-plugin,org.apache.commons.collections4.list.SetUniqueList,no
commons-release-plugin,org.apache.commons.collections4.queue.SynchronizedQueue,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySet,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$Values,no
commons-release-plugin,org.apache.commons.collections4.trie.UnmodifiableTrie,no
commons-release-plugin,org.apache.commons.collections4.IteratorUtils,no
commons-release-plugin,org.apache.commons.collections4.functors.NullIsFalsePredicate,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractSortedBidiMapDecorator,no
commons-release-plugin,org.apache.commons.collections4.functors.IdentityPredicate,no
commons-release-plugin,org.apache.commons.collections4.bag.TransformedBag,no
commons-release-plugin,org.apache.commons.collections4.set.TransformedSet,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$KeySet,no
commons-release-plugin,org.apache.commons.collections4.keyvalue.DefaultMapEntry,no
commons-release-plugin,org.apache.commons.collections4.iterators.FilterListIterator,no
commons-release-plugin,org.apache.commons.collections4.ListUtils,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractReferenceMap,no
commons-release-plugin,org.apache.commons.collections4.functors.FalsePredicate,no
commons-release-plugin,org.apache.commons.collections4.iterators.ArrayIterator,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$View,no
commons-release-plugin,org.apache.commons.collections4.list.TreeList,no
commons-release-plugin,org.apache.commons.collections4.map.UnmodifiableSortedMap,no
commons-release-plugin,org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntrySetIterator,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecorator,no
commons-release-plugin,org.apache.commons.collections4.list.AbstractLinkedList$LinkedSubList,no
commons-release-plugin,org.apache.commons.collections4.iterators.CollatingIterator,no
commons-release-plugin,org.apache.commons.collections4.map.TransformedMap,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$ValueView,no
commons-release-plugin,org.apache.commons.collections4.OrderedMapIterator,no
commons-release-plugin,org.apache.commons.collections4.queue.CircularFifoQueue$1,no
commons-release-plugin,org.apache.commons.collections4.collection.SynchronizedCollection,no
commons-release-plugin,org.apache.commons.collections4.iterators.ObjectArrayIterator,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$View,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$EntryIterator,no
commons-release-plugin,org.apache.commons.collections4.set.UnmodifiableSet,no
commons-release-plugin,org.apache.commons.collections4.IterableMap,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$BaseIterator,no
commons-release-plugin,org.apache.commons.collections4.bag.TransformedSortedBag,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$KeyIterator,no
commons-release-plugin,org.apache.commons.collections4.multiset.AbstractMultiSet$EntrySet,no
commons-release-plugin,org.apache.commons.collections4.bag.AbstractSortedBagDecorator,no
commons-release-plugin,org.apache.commons.collections4.bag.CollectionSortedBag,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$Values,no
commons-release-plugin,org.apache.commons.collections4.map.MultiValueMap$1$1$1,no
commons-release-plugin,org.apache.commons.collections4.functors.IfClosure,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,no
commons-release-plugin,org.apache.commons.collections4.bag.AbstractMapBag$MutableInteger,no
commons-release-plugin,org.apache.commons.collections4.bag.SynchronizedSortedBag,no
commons-release-plugin,org.apache.commons.collections4.map.MultiValueMap,no
commons-release-plugin,org.apache.commons.collections4.ListValuedMap,no
commons-release-plugin,org.apache.commons.collections4.set.TransformedSortedSet,no
commons-release-plugin,org.apache.commons.collections4.MultiSetUtils,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$EntryView,no
commons-release-plugin,org.apache.commons.collections4.comparators.NullComparator,no
commons-release-plugin,org.apache.commons.collections4.Unmodifiable,no
commons-release-plugin,org.apache.commons.collections4.MapUtils,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,no
commons-release-plugin,org.apache.commons.collections4.SplitMapUtils$1,no
commons-release-plugin,org.apache.commons.collections4.set.CompositeSet$SetMutator,no
commons-release-plugin,org.apache.commons.collections4.SortedBag,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$MultiValuedMapIterator,no
commons-release-plugin,org.apache.commons.collections4.ResettableIterator,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$EntrySet,no
commons-release-plugin,org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator,no
commons-release-plugin,org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntry,no
commons-release-plugin,org.apache.commons.collections4.OrderedIterator,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$1,no
commons-release-plugin,org.apache.commons.collections4.set.AbstractNavigableSetDecorator,no
commons-release-plugin,org.apache.commons.collections4.bag.AbstractBagDecorator,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$Values,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceMapIterator,no
commons-release-plugin,org.apache.commons.collections4.map.MultiValueMap$Values,no
commons-release-plugin,org.apache.commons.collections4.functors.ExceptionPredicate,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$MultiValuedMapEntry,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator,no
commons-release-plugin,org.apache.commons.collections4.bidimap.TreeBidiMap$ViewMapIterator,no
commons-release-plugin,org.apache.commons.collections4.set.PredicatedSortedSet,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$SingletonIterator,no
commons-release-plugin,org.apache.commons.collections4.iterators.IteratorIterable$1,no
commons-release-plugin,org.apache.commons.collections4.map.StaticBucketMap$KeySet,no
commons-release-plugin,org.apache.commons.collections4.CollectionUtils$SetOperationCardinalityHelper,no
commons-release-plugin,org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator,no
commons-release-plugin,org.apache.commons.collections4.functors.AnyPredicate,no
commons-release-plugin,org.apache.commons.collections4.functors.CloneTransformer,no
commons-release-plugin,org.apache.commons.collections4.set.ListOrderedSet$1,no
commons-release-plugin,org.apache.commons.collections4.multimap.AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer,no
commons-release-plugin,org.apache.commons.collections4.Transformer,no
commons-release-plugin,org.apache.commons.collections4.map.Flat3Map$EntrySet,no
commons-release-plugin,org.apache.commons.collections4.iterators.ObjectArrayListIterator,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$Values,no
commons-release-plugin,org.apache.commons.collections4.functors.NOPClosure,no
commons-release-plugin,org.apache.commons.collections4.sequence.InsertCommand,no
commons-release-plugin,org.apache.commons.collections4.bag.UnmodifiableBag,no
commons-release-plugin,org.apache.commons.collections4.comparators.FixedOrderComparator$UnknownObjectBehavior,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntryMap,no
commons-release-plugin,org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet,no
commons-release-plugin,org.apache.commons.collections4.ArrayUtils,no
commons-release-plugin,org.apache.commons.collections4.SplitMapUtils,no
commons-release-plugin,org.apache.commons.collections4.bidimap.AbstractBidiMapDecorator,no
commons-release-plugin,org.apache.commons.collections4.trie.PatriciaTrie,no
commons-release-plugin,org.apache.commons.collections4.CollectionUtils$3,no
commons-release-plugin,org.apache.commons.collections4.collection.IndexedCollection,no
commons-release-plugin,org.apache.commons.collections4.CollectionUtils$2,no
commons-release-plugin,org.apache.commons.collections4.CollectionUtils$1,no
commons-release-plugin,org.apache.commons.collections4.multiset.AbstractMapMultiSet$EntrySetIterator,no
commons-release-plugin,org.apache.commons.collections4.iterators.AbstractEmptyIterator,no
commons-release-plugin,org.apache.commons.collections4.iterators.BoundedIterator,no
commons-release-plugin,org.apache.commons.collections4.collection.CompositeCollection,no
commons-release-plugin,org.apache.commons.collections4.SetUtils,no
commons-release-plugin,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap,no
commons-release-plugin,org.apache.commons.collections4.map.AbstractLinkedMap$LinkIterator,no
